,Term,AffectCategory,Flag,Synonym_1,Synonym_2,Synonym_3,Synonym_4,AffectCategory_#,negative,positive,fear,anger,trust,sadness,disgust,joy,anticip,surprise,features
224572,alertness ,anticip,1,care,,,,9,1,0,0,0,0,0,0,0,0,0,alertness car
224598,barrow ,disgust,1,interment,,,,7,1,0,0,0,0,0,0,0,0,0,barrow interment
224643,system ,trust,1,frequency,,,,5,1,0,0,0,0,0,0,0,0,0,system frequency
224653,gazette ,trust,1,news,,,,5,1,0,0,0,0,0,0,0,0,0,gazette news
224668,disgust ,disgust,1,dislike, shock, repel,,7,1,0,0,0,0,0,0,0,0,0,disgust dislike shock repel
224673,reliance ,trust,1,expectation,,,,5,1,0,0,0,0,0,0,0,0,0,reliance expectati
224750,stillness ,fear,1,silence,,,,3,1,0,0,0,0,0,0,0,0,0,stillness silenc
224757,stillness ,sadness,1,silence,,,,6,1,0,0,0,0,0,0,0,0,0,stillness silenc
224791,brazen ,anger,1,insolence,,,,4,1,0,0,0,0,0,0,0,0,0,brazen insolenc
224868,contemptible ,disgust,1,scurvy, abject, dirty,,7,1,0,0,0,0,0,0,0,0,0,contemptible scurvy abject dirty
224881,compulsion ,anger,1,compulsion,,,,4,1,0,0,0,0,0,0,0,0,0,compulsion compulsi
224933,complement ,trust,1,remainder, balance, surplus,,5,1,0,0,0,0,0,0,0,0,0,complement remainder balance surplus
224939,complement ,joy,1,remainder, balance, surplus,,8,1,0,0,0,0,0,0,0,0,0,complement remainder balance surplus
224980,polio ,fear,1,disease,,,,3,1,0,0,0,0,0,0,0,0,0,polio diseas
224987,polio ,sadness,1,disease,,,,6,1,0,0,0,0,0,0,0,0,0,polio diseas
224997,guilt ,sadness,1,guilt,,,,6,1,0,0,0,0,0,0,0,0,0,guilt guilt
225042,favorable ,anticip,1,goodness, fair, harmless,,9,1,0,0,0,0,0,0,0,0,0,favorable goodness fair harmless
225043,favorable ,trust,1,goodness, fair, harmless,,5,1,0,0,0,0,0,0,0,0,0,favorable goodness fair harmless
225049,favorable ,joy,1,goodness, fair, harmless,,8,1,0,0,0,0,0,0,0,0,0,favorable goodness fair harmless
225120,intolerance ,fear,1,obstinacy,,,,3,1,0,0,0,0,0,0,0,0,0,intolerance obstinacy
225121,intolerance ,anger,1,obstinacy,,,,4,1,0,0,0,0,0,0,0,0,0,intolerance obstinacy
225137,crying ,sadness,1,cry,,,,6,1,0,0,0,0,0,0,0,0,0,crying cry
225142,cheery ,anticip,1,cheerfulness,,,,9,1,0,0,0,0,0,0,0,0,0,cheery cheerfulness
225149,cheery ,joy,1,cheerfulness,,,,8,1,0,0,0,0,0,0,0,0,0,cheery cheerfulness
225198,questionable ,disgust,1,uncertainty,,,,7,1,0,0,0,0,0,0,0,0,0,questionable uncertainty
225203,moral ,trust,1,judgment,,,,5,1,0,0,0,0,0,0,0,0,0,moral judgment
225210,death ,fear,1,death,,,,3,1,0,0,0,0,0,0,0,0,0,death death
225211,death ,anger,1,death,,,,4,1,0,0,0,0,0,0,0,0,0,death death
225214,death ,surprise,1,death,,,,10,1,0,0,0,0,0,0,0,0,0,death death
225217,death ,sadness,1,death,,,,6,1,0,0,0,0,0,0,0,0,0,death death
225218,death ,disgust,1,death,,,,7,1,0,0,0,0,0,0,0,0,0,death death
225258,pollute ,disgust,1,uncleanness,,,,7,1,0,0,0,0,0,0,0,0,0,pollute uncleanness
225280,punish ,fear,1,punishment,,,,3,1,0,0,0,0,0,0,0,0,0,punish punishment
225338,drivel ,disgust,1,imbecility folly,,,,7,1,0,0,0,0,0,0,0,0,0,drivel imbecility folly
225343,convince ,trust,1,demonstration,,,,5,1,0,0,0,0,0,0,0,0,0,convince demonstrati
225378,abomination ,disgust,1,dislike, horror, antipathy,,7,1,0,0,0,0,0,0,0,0,0,abomination dislike horror antipathy
225399,jubilee ,joy,1,rejoicing, triumph, heyday,,8,1,0,0,0,0,0,0,0,0,0,jubilee rejoicing triumph heyday
225444,interrupt ,surprise,1,cessation,,,,10,1,0,0,0,0,0,0,0,0,0,interrupt cessati
225527,annulment ,sadness,1,divorce,,,,6,1,0,0,0,0,0,0,0,0,0,annulment divorc
225590,reticent ,fear,1,taciturnity,,,,3,1,0,0,0,0,0,0,0,0,0,reticent taciturnity
225657,forlorn ,sadness,1,dejection,,,,6,1,0,0,0,0,0,0,0,0,0,forlorn dejecti
225713,attestation ,trust,1,evidence,,,,5,1,0,0,0,0,0,0,0,0,0,attestation evidenc
225800,coerce ,fear,1,compulsion,,,,3,1,0,0,0,0,0,0,0,0,0,coerce compulsi
225893,endless ,trust,1,perpetuity, unending, interminable,,5,1,0,0,0,0,0,0,0,0,0,dless perpetuity unending interminabl
225937,furrow ,sadness,1,interval,,,,6,1,0,0,0,0,0,0,0,0,0,furrow interval
225998,illegal ,disgust,1,prohibition,,,,7,1,0,0,0,0,0,0,0,0,0,illegal prohibiti
226030,anarchy ,fear,1,laxity,,,,3,1,0,0,0,0,0,0,0,0,0,anarchy laxity
226031,anarchy ,anger,1,laxity,,,,4,1,0,0,0,0,0,0,0,0,0,anarchy laxity
226043,referee ,trust,1,judge,,,,5,1,0,0,0,0,0,0,0,0,0,referee judg
226103,specialist ,trust,1,remedy,,,,5,1,0,0,0,0,0,0,0,0,0,specialist remedy
226202,antidote ,anticip,1,remedy,,,,9,1,0,0,0,0,0,0,0,0,0,antidote remedy
226203,antidote ,trust,1,remedy,,,,5,1,0,0,0,0,0,0,0,0,0,antidote remedy
226261,argument ,anger,1,reasoning, postulate, terms,,4,1,0,0,0,0,0,0,0,0,0,argument reasoning postulate terms
226271,clashing ,anger,1,counteraction,,,,4,1,0,0,0,0,0,0,0,0,0,clashing counteracti
226300,outcast ,fear,1,seclusion,,,,3,1,0,0,0,0,0,0,0,0,0,utcast seclusi
226307,outcast ,sadness,1,seclusion,,,,6,1,0,0,0,0,0,0,0,0,0,utcast seclusi
226378,swarm ,disgust,1,multitude, bushel, peck,,7,1,0,0,0,0,0,0,0,0,0,swarm multitude bushel peck
226403,protector ,trust,1,safety, guardian, custodian,,5,1,0,0,0,0,0,0,0,0,0,protector safety guardian custodia
226420,executioner ,fear,1,killing,,,,3,1,0,0,0,0,0,0,0,0,0,xecutioner killing
226421,executioner ,anger,1,killing,,,,4,1,0,0,0,0,0,0,0,0,0,xecutioner killing
226490,formidable ,fear,1,fear,,,,3,1,0,0,0,0,0,0,0,0,0,formidable fear
226513,guardian ,trust,1,keeper,,,,5,1,0,0,0,0,0,0,0,0,0,guardian keeper
226600,shackle ,fear,1,prison, pinion, irons,,3,1,0,0,0,0,0,0,0,0,0,shackle prison pinion irons
226601,shackle ,anger,1,prison, pinion, irons,,4,1,0,0,0,0,0,0,0,0,0,shackle prison pinion irons
226607,shackle ,sadness,1,prison, pinion, irons,,6,1,0,0,0,0,0,0,0,0,0,shackle prison pinion irons
226608,shackle ,disgust,1,prison, pinion, irons,,7,1,0,0,0,0,0,0,0,0,0,shackle prison pinion irons
226652,alive ,anticip,1,intelligence,,,,9,1,0,0,0,0,0,0,0,0,0,alive intelligenc
226653,alive ,trust,1,intelligence,,,,5,1,0,0,0,0,0,0,0,0,0,alive intelligenc
226659,alive ,joy,1,intelligence,,,,8,1,0,0,0,0,0,0,0,0,0,alive intelligenc
226673,armory ,trust,1,arms,,,,5,1,0,0,0,0,0,0,0,0,0,armory arms
226681,rifle ,anger,1,stealing,,,,4,1,0,0,0,0,0,0,0,0,0,rifle stealing
226697,injury ,sadness,1,badness, abuse, oppression,,6,1,0,0,0,0,0,0,0,0,0,injury badness abuse oppressi
226731,falsehood ,anger,1,untruth,,,,4,1,0,0,0,0,0,0,0,0,0,falsehood untruth
226733,falsehood ,trust,1,untruth,,,,5,1,0,0,0,0,0,0,0,0,0,falsehood untruth
226751,unhappy ,anger,1,pain,,,,4,1,0,0,0,0,0,0,0,0,0,unhappy pai
226757,unhappy ,sadness,1,pain,,,,6,1,0,0,0,0,0,0,0,0,0,unhappy pai
226758,unhappy ,disgust,1,pain,,,,7,1,0,0,0,0,0,0,0,0,0,unhappy pai
226780,swim ,fear,1,ascent,,,,3,1,0,0,0,0,0,0,0,0,0,swim ascent
226789,swim ,joy,1,ascent,,,,8,1,0,0,0,0,0,0,0,0,0,swim ascent
226791,disparity ,anger,1,difference, variety, variation,,4,1,0,0,0,0,0,0,0,0,0,disparity difference variety variati
226797,disparity ,sadness,1,difference, variety, variation,,6,1,0,0,0,0,0,0,0,0,0,disparity difference variety variati
226798,disparity ,disgust,1,difference, variety, variation,,7,1,0,0,0,0,0,0,0,0,0,disparity difference variety variati
226820,unlucky ,fear,1,adversity, unfortunate, unhappy,,3,1,0,0,0,0,0,0,0,0,0,unlucky adversity unfortunate unhappy
226821,unlucky ,anger,1,adversity, unfortunate, unhappy,,4,1,0,0,0,0,0,0,0,0,0,unlucky adversity unfortunate unhappy
226827,unlucky ,sadness,1,adversity, unfortunate, unhappy,,6,1,0,0,0,0,0,0,0,0,0,unlucky adversity unfortunate unhappy
226862,crescendo ,anticip,1,music,,,,9,1,0,0,0,0,0,0,0,0,0,crescendo music
226863,crescendo ,trust,1,music,,,,5,1,0,0,0,0,0,0,0,0,0,crescendo music
226864,crescendo ,surprise,1,music,,,,10,1,0,0,0,0,0,0,0,0,0,crescendo music
226869,crescendo ,joy,1,music,,,,8,1,0,0,0,0,0,0,0,0,0,crescendo music
226890,vampire ,fear,1,demon,,,,3,1,0,0,0,0,0,0,0,0,0,vampire dem
226903,moderator ,trust,1,moderation, poppy, milk,,5,1,0,0,0,0,0,0,0,0,0,moderator moderation poppy milk
226934,catch ,surprise,1,taking,,,,10,1,0,0,0,0,0,0,0,0,0,catch taking
226952,lessen ,anticip,1,moderation,,,,9,1,0,0,0,0,0,0,0,0,0,lessen moderati
227063,heritage ,trust,1,futurity,,,,5,1,0,0,0,0,0,0,0,0,0,heritage futurity
227077,drab ,sadness,1,gray,,,,6,1,0,0,0,0,0,0,0,0,0,drab gray
227130,noxious ,fear,1,insalubrity,,,,3,1,0,0,0,0,0,0,0,0,0,xious insalubrity
227138,noxious ,disgust,1,insalubrity,,,,7,1,0,0,0,0,0,0,0,0,0,xious insalubrity
227141,fervor ,anger,1,heat, warmth, temperature,,4,1,0,0,0,0,0,0,0,0,0,fervor heat warmth temperatur
227151,shit ,anger,1,uncleanness,,,,4,1,0,0,0,0,0,0,0,0,0,shit uncleanness
227158,shit ,disgust,1,uncleanness,,,,7,1,0,0,0,0,0,0,0,0,0,shit uncleanness
227210,horrified ,fear,1,pain,,,,3,1,0,0,0,0,0,0,0,0,0,horrified pai
227254,surprised ,surprise,1,inexpectation,,,,10,1,0,0,0,0,0,0,0,0,0,surprised inexpectati
227321,blatant ,anger,1,loudness,,,,4,1,0,0,0,0,0,0,0,0,0,blatant loudness
227328,blatant ,disgust,1,loudness,,,,7,1,0,0,0,0,0,0,0,0,0,blatant loudness
227373,constitute ,trust,1,component,,,,5,1,0,0,0,0,0,0,0,0,0,constitute component
227384,memorable ,surprise,1,memory,,,,10,1,0,0,0,0,0,0,0,0,0,memorable memory
227389,memorable ,joy,1,memory,,,,8,1,0,0,0,0,0,0,0,0,0,memorable memory
227397,anchorage ,sadness,1,location, mooring, encampment,,6,1,0,0,0,0,0,0,0,0,0,anchorage location mooring encampment
227450,powerfully ,fear,1,greatness,,,,3,1,0,0,0,0,0,0,0,0,0,powerfully greatness
227528,filthy ,disgust,1,uncleanness,,,,7,1,0,0,0,0,0,0,0,0,0,filthy uncleanness
227532,undying ,anticip,1,perpetuity,,,,9,1,0,0,0,0,0,0,0,0,0,undying perpetuity
227533,undying ,trust,1,perpetuity,,,,5,1,0,0,0,0,0,0,0,0,0,undying perpetuity
227537,undying ,sadness,1,perpetuity,,,,6,1,0,0,0,0,0,0,0,0,0,undying perpetuity
227539,undying ,joy,1,perpetuity,,,,8,1,0,0,0,0,0,0,0,0,0,undying perpetuity
227560,youth ,fear,1,weakness,,,,3,1,0,0,0,0,0,0,0,0,0,youth weakness
227561,youth ,anger,1,weakness,,,,4,1,0,0,0,0,0,0,0,0,0,youth weakness
227562,youth ,anticip,1,weakness,,,,9,1,0,0,0,0,0,0,0,0,0,youth weakness
227564,youth ,surprise,1,weakness,,,,10,1,0,0,0,0,0,0,0,0,0,youth weakness
227569,youth ,joy,1,weakness,,,,8,1,0,0,0,0,0,0,0,0,0,youth weakness
227570,prevent ,fear,1,hindrance,,,,3,1,0,0,0,0,0,0,0,0,0,prevent hindranc
227590,violent ,fear,1,resentment,,,,3,1,0,0,0,0,0,0,0,0,0,violent resentment
227591,violent ,anger,1,resentment,,,,4,1,0,0,0,0,0,0,0,0,0,violent resentment
227691,madman ,anger,1,madman,,,,4,1,0,0,0,0,0,0,0,0,0,madman madma
227701,dishonest ,anger,1,falsehood,,,,4,1,0,0,0,0,0,0,0,0,0,dishonest falsehood
227707,dishonest ,sadness,1,falsehood,,,,6,1,0,0,0,0,0,0,0,0,0,dishonest falsehood
227708,dishonest ,disgust,1,falsehood,,,,7,1,0,0,0,0,0,0,0,0,0,dishonest falsehood
227730,infestation ,fear,1,painfulness,,,,3,1,0,0,0,0,0,0,0,0,0,infestation painfulness
227738,infestation ,disgust,1,painfulness,,,,7,1,0,0,0,0,0,0,0,0,0,infestation painfulness
227763,aunt ,trust,1,consanguinity,,,,5,1,0,0,0,0,0,0,0,0,0,aunt consanguinity
227790,deport ,fear,1,ejection,,,,3,1,0,0,0,0,0,0,0,0,0,deport ejecti
227797,deport ,sadness,1,ejection,,,,6,1,0,0,0,0,0,0,0,0,0,deport ejecti
227813,govern ,trust,1,direction,,,,5,1,0,0,0,0,0,0,0,0,0,govern directi
227844,presto ,surprise,1,music,,,,10,1,0,0,0,0,0,0,0,0,0,presto music
227849,presto ,joy,1,music,,,,8,1,0,0,0,0,0,0,0,0,0,presto music
227868,slimy ,disgust,1,uncleanness,,,,7,1,0,0,0,0,0,0,0,0,0,slimy uncleanness
227870,violent ,fear,1,violence,,,,3,1,0,0,0,0,0,0,0,0,0,violent violenc
227871,violent ,anger,1,violence,,,,4,1,0,0,0,0,0,0,0,0,0,violent violenc
227878,violent ,disgust,1,violence,,,,7,1,0,0,0,0,0,0,0,0,0,violent violenc
227890,dire ,fear,1,adversity,,,,3,1,0,0,0,0,0,0,0,0,0,dire adversity
227894,dire ,surprise,1,adversity,,,,10,1,0,0,0,0,0,0,0,0,0,dire adversity
227897,dire ,sadness,1,adversity,,,,6,1,0,0,0,0,0,0,0,0,0,dire adversity
227898,dire ,disgust,1,adversity,,,,7,1,0,0,0,0,0,0,0,0,0,dire adversity
227923,policeman ,trust,1,safety,,,,5,1,0,0,0,0,0,0,0,0,0,policeman safety
227938,tarnish ,disgust,1,blemish, smudge, dirt,,7,1,0,0,0,0,0,0,0,0,0,tarnish blemish smudge dirt
227940,burglar ,fear,1,thief,,,,3,1,0,0,0,0,0,0,0,0,0,burglar thief
227948,burglar ,disgust,1,thief,,,,7,1,0,0,0,0,0,0,0,0,0,burglar thief
227973,gateway ,trust,1,gate, barrier, cordon,,5,1,0,0,0,0,0,0,0,0,0,gateway gate barrier cord
228029,clean ,joy,1,cleanness,,,,8,1,0,0,0,0,0,0,0,0,0,clean cleanness
228041,irritation ,anger,1,pain, visitation, annoyance,,4,1,0,0,0,0,0,0,0,0,0,irritation pain visitation annoyanc
228047,irritation ,sadness,1,pain, visitation, annoyance,,6,1,0,0,0,0,0,0,0,0,0,irritation pain visitation annoyanc
228048,irritation ,disgust,1,pain, visitation, annoyance,,7,1,0,0,0,0,0,0,0,0,0,irritation pain visitation annoyanc
228051,disparage ,anger,1,condemn, abuse, expose,,4,1,0,0,0,0,0,0,0,0,0,disparage condemn abuse expos
228057,disparage ,sadness,1,condemn, abuse, expose,,6,1,0,0,0,0,0,0,0,0,0,disparage condemn abuse expos
228058,disparage ,disgust,1,condemn, abuse, expose,,7,1,0,0,0,0,0,0,0,0,0,disparage condemn abuse expos
228120,unexpected ,fear,1,unaccountable, noteworthy, remarkable,,3,1,0,0,0,0,0,0,0,0,0,unexpected unaccountable noteworthy remarkabl
228122,unexpected ,anticip,1,unaccountable, noteworthy, remarkable,,9,1,0,0,0,0,0,0,0,0,0,unexpected unaccountable noteworthy remarkabl
228124,unexpected ,surprise,1,unaccountable, noteworthy, remarkable,,10,1,0,0,0,0,0,0,0,0,0,unexpected unaccountable noteworthy remarkabl
228130,recession ,fear,1,deterioration,,,,3,1,0,0,0,0,0,0,0,0,0,recession deteriorati
228131,recession ,anger,1,deterioration,,,,4,1,0,0,0,0,0,0,0,0,0,recession deteriorati
228137,recession ,sadness,1,deterioration,,,,6,1,0,0,0,0,0,0,0,0,0,recession deteriorati
228138,recession ,disgust,1,deterioration,,,,7,1,0,0,0,0,0,0,0,0,0,recession deteriorati
228151,disused ,anger,1,disuse,,,,4,1,0,0,0,0,0,0,0,0,0,disused disus
228170,caution ,fear,1,warning,,,,3,1,0,0,0,0,0,0,0,0,0,caution warning
228171,caution ,anger,1,warning,,,,4,1,0,0,0,0,0,0,0,0,0,caution warning
228172,caution ,anticip,1,warning,,,,9,1,0,0,0,0,0,0,0,0,0,caution warning
228180,dire ,fear,1,badness, foul, dreadful,,3,1,0,0,0,0,0,0,0,0,0,dire badness foul dreadful
228187,dire ,sadness,1,badness, foul, dreadful,,6,1,0,0,0,0,0,0,0,0,0,dire badness foul dreadful
228218,drivel ,disgust,1,ejection,,,,7,1,0,0,0,0,0,0,0,0,0,drivel ejecti
228232,auspicious ,anticip,1,hope, bright, reassuring,,9,1,0,0,0,0,0,0,0,0,0,auspicious hope bright reassuring
228239,auspicious ,joy,1,hope, bright, reassuring,,8,1,0,0,0,0,0,0,0,0,0,auspicious hope bright reassuring
228247,distress ,sadness,1,taking, bereavement, divestment,,6,1,0,0,0,0,0,0,0,0,0,distress taking bereavement divestment
228258,crawl ,disgust,1,servility,,,,7,1,0,0,0,0,0,0,0,0,0,crawl servility
228267,wretched ,sadness,1,badness,,,,6,1,0,0,0,0,0,0,0,0,0,wretched badness
228268,wretched ,disgust,1,badness,,,,7,1,0,0,0,0,0,0,0,0,0,wretched badness
228294,cheerful ,surprise,1,cheerfulness,,,,10,1,0,0,0,0,0,0,0,0,0,cheerful cheerfulness
228299,cheerful ,joy,1,cheerfulness,,,,8,1,0,0,0,0,0,0,0,0,0,cheerful cheerfulness
228301,musical ,anger,1,music, operatic, choral,,4,1,0,0,0,0,0,0,0,0,0,musical music operatic choral
228303,musical ,trust,1,music, operatic, choral,,5,1,0,0,0,0,0,0,0,0,0,musical music operatic choral
228307,musical ,sadness,1,music, operatic, choral,,6,1,0,0,0,0,0,0,0,0,0,musical music operatic choral
228309,musical ,joy,1,music, operatic, choral,,8,1,0,0,0,0,0,0,0,0,0,musical music operatic choral
228357,boredom ,sadness,1,weariness,,,,6,1,0,0,0,0,0,0,0,0,0,boredom weariness
228362,mediate ,anticip,1,save, redeem, atone,,9,1,0,0,0,0,0,0,0,0,0,mediate save redeem at
228363,mediate ,trust,1,save, redeem, atone,,5,1,0,0,0,0,0,0,0,0,0,mediate save redeem at
228408,callous ,disgust,1,insensibility,,,,7,1,0,0,0,0,0,0,0,0,0,callous insensibility
228410,torrent ,fear,1,river,,,,3,1,0,0,0,0,0,0,0,0,0,torrent river
228538,abject ,disgust,1,improbity,,,,7,1,0,0,0,0,0,0,0,0,0,abject improbity
228543,obvious ,trust,1,manifestation,,,,5,1,0,0,0,0,0,0,0,0,0,bvious manifestati
228623,witness ,trust,1,evidence, indicator, sponsor,,5,1,0,0,0,0,0,0,0,0,0,witness evidence indicator sponsor
228640,courageous ,fear,1,courage,,,,3,1,0,0,0,0,0,0,0,0,0,courageous courag
228660,surgery ,fear,1,remedy,,,,3,1,0,0,0,0,0,0,0,0,0,surgery remedy
228667,surgery ,sadness,1,remedy,,,,6,1,0,0,0,0,0,0,0,0,0,surgery remedy
228671,disobedience ,anger,1,nonobservance,,,,4,1,0,0,0,0,0,0,0,0,0,disobedience nonobservanc
228678,disobedience ,disgust,1,nonobservance,,,,7,1,0,0,0,0,0,0,0,0,0,disobedience nonobservanc
228681,poverty ,anger,1,poverty,,,,4,1,0,0,0,0,0,0,0,0,0,poverty poverty
228687,poverty ,sadness,1,poverty,,,,6,1,0,0,0,0,0,0,0,0,0,poverty poverty
228703,safekeeping ,trust,1,safety,,,,5,1,0,0,0,0,0,0,0,0,0,safekeeping safety
228720,disfigured ,fear,1,ugliness,,,,3,1,0,0,0,0,0,0,0,0,0,disfigured ugliness
228721,disfigured ,anger,1,ugliness,,,,4,1,0,0,0,0,0,0,0,0,0,disfigured ugliness
228727,disfigured ,sadness,1,ugliness,,,,6,1,0,0,0,0,0,0,0,0,0,disfigured ugliness
228728,disfigured ,disgust,1,ugliness,,,,7,1,0,0,0,0,0,0,0,0,0,disfigured ugliness
228731,depravity ,anger,1,badness,,,,4,1,0,0,0,0,0,0,0,0,0,depravity badness
228738,depravity ,disgust,1,badness,,,,7,1,0,0,0,0,0,0,0,0,0,depravity badness
228828,dirt ,disgust,1,uncleanness,,,,7,1,0,0,0,0,0,0,0,0,0,dirt uncleanness
228850,heft ,fear,1,exertion,,,,3,1,0,0,0,0,0,0,0,0,0,heft exerti
228852,heft ,anticip,1,exertion,,,,9,1,0,0,0,0,0,0,0,0,0,heft exerti
228872,lust ,anticip,1,impurity,,,,9,1,0,0,0,0,0,0,0,0,0,lust impurity
228901,sue ,anger,1,lawsuit,,,,4,1,0,0,0,0,0,0,0,0,0,sue lawsuit
228907,sue ,sadness,1,lawsuit,,,,6,1,0,0,0,0,0,0,0,0,0,sue lawsuit
228933,fidelity ,trust,1,obedience, deference, homage,,5,1,0,0,0,0,0,0,0,0,0,fidelity obedience deference homag
228960,discrimination ,fear,1,difference,,,,3,1,0,0,0,0,0,0,0,0,0,discrimination differenc
228961,discrimination ,anger,1,difference,,,,4,1,0,0,0,0,0,0,0,0,0,discrimination differenc
228967,discrimination ,sadness,1,difference,,,,6,1,0,0,0,0,0,0,0,0,0,discrimination differenc
228968,discrimination ,disgust,1,difference,,,,7,1,0,0,0,0,0,0,0,0,0,discrimination differenc
229001,moody ,anger,1,excitability,,,,4,1,0,0,0,0,0,0,0,0,0,moody excitability
229007,moody ,sadness,1,excitability,,,,6,1,0,0,0,0,0,0,0,0,0,moody excitability
229070,incurable ,fear,1,disease,,,,3,1,0,0,0,0,0,0,0,0,0,incurable diseas
229077,incurable ,sadness,1,disease,,,,6,1,0,0,0,0,0,0,0,0,0,incurable diseas
229110,fragile ,fear,1,weakness,,,,3,1,0,0,0,0,0,0,0,0,0,fragile weakness
229127,unhappiness ,sadness,1,pain,,,,6,1,0,0,0,0,0,0,0,0,0,unhappiness pai
229233,jury ,trust,1,judge,,,,5,1,0,0,0,0,0,0,0,0,0,jury judg
229253,trainer ,trust,1,teacher, don, master,,5,1,0,0,0,0,0,0,0,0,0,trainer teacher don master
229314,jest ,surprise,1,laughingstock,,,,10,1,0,0,0,0,0,0,0,0,0,jest laughingstock
229319,jest ,joy,1,laughingstock,,,,8,1,0,0,0,0,0,0,0,0,0,jest laughingstock
229332,impending ,anticip,1,expectation,,,,9,1,0,0,0,0,0,0,0,0,0,impending expectati
229373,backer ,trust,1,auxiliary,,,,5,1,0,0,0,0,0,0,0,0,0,backer auxiliary
229433,officer ,trust,1,combatant, archer, cannon fodder,,5,1,0,0,0,0,0,0,0,0,0,fficer combatant archer cannon fodder
229440,dissident ,fear,1,discontent,,,,3,1,0,0,0,0,0,0,0,0,0,dissident discontent
229501,conflict ,anger,1,discord, clash, jar,,4,1,0,0,0,0,0,0,0,0,0,conflict discord clash jar
229507,conflict ,sadness,1,discord, clash, jar,,6,1,0,0,0,0,0,0,0,0,0,conflict discord clash jar
229520,admonition ,fear,1,warning,,,,3,1,0,0,0,0,0,0,0,0,0,admonition warning
229539,praise ,joy,1,worship, glorification, grace,,8,1,0,0,0,0,0,0,0,0,0,praise worship glorification grac
229568,mildew ,disgust,1,bane,,,,7,1,0,0,0,0,0,0,0,0,0,mildew ba
229621,disdain ,anger,1,indifference,,,,4,1,0,0,0,0,0,0,0,0,0,disdain indifferenc
229628,disdain ,disgust,1,indifference,,,,7,1,0,0,0,0,0,0,0,0,0,disdain indifferenc
229634,magician ,surprise,1,sorcerer,,,,10,1,0,0,0,0,0,0,0,0,0,magician sorcerer
229723,monk ,trust,1,celibacy,,,,5,1,0,0,0,0,0,0,0,0,0,monk celibacy
229753,guardianship ,trust,1,safety,,,,5,1,0,0,0,0,0,0,0,0,0,guardianship safety
229800,devastation ,fear,1,destruction,,,,3,1,0,0,0,0,0,0,0,0,0,devastation destructi
229801,devastation ,anger,1,destruction,,,,4,1,0,0,0,0,0,0,0,0,0,devastation destructi
229807,devastation ,sadness,1,destruction,,,,6,1,0,0,0,0,0,0,0,0,0,devastation destructi
229844,gratify ,surprise,1,pleasurableness,,,,10,1,0,0,0,0,0,0,0,0,0,gratify pleasurableness
229849,gratify ,joy,1,pleasurableness,,,,8,1,0,0,0,0,0,0,0,0,0,gratify pleasurableness
229870,apparition ,fear,1,demon,,,,3,1,0,0,0,0,0,0,0,0,0,apparition dem
229880,hurtful ,fear,1,badness,,,,3,1,0,0,0,0,0,0,0,0,0,hurtful badness
229881,hurtful ,anger,1,badness,,,,4,1,0,0,0,0,0,0,0,0,0,hurtful badness
229887,hurtful ,sadness,1,badness,,,,6,1,0,0,0,0,0,0,0,0,0,hurtful badness
229888,hurtful ,disgust,1,badness,,,,7,1,0,0,0,0,0,0,0,0,0,hurtful badness
229900,biopsy ,fear,1,remedy,,,,3,1,0,0,0,0,0,0,0,0,0,biopsy remedy
230017,mourn ,sadness,1,pain,,,,6,1,0,0,0,0,0,0,0,0,0,mourn pai
230040,birch ,fear,1,punishment,,,,3,1,0,0,0,0,0,0,0,0,0,birch punishment
230041,birch ,anger,1,punishment,,,,4,1,0,0,0,0,0,0,0,0,0,birch punishment
230048,birch ,disgust,1,punishment,,,,7,1,0,0,0,0,0,0,0,0,0,birch punishment
230069,jubilee ,joy,1,periodicity, anniversary, centenary,,8,1,0,0,0,0,0,0,0,0,0,jubilee periodicity anniversary centenary
230134,thwart ,surprise,1,hindrance,,,,10,1,0,0,0,0,0,0,0,0,0,thwart hindranc
230159,favorite ,joy,1,pleasurableness,,,,8,1,0,0,0,0,0,0,0,0,0,favorite pleasurableness
230202,entertainment ,anticip,1,amusement,,,,9,1,0,0,0,0,0,0,0,0,0,tertainment amusement
230203,entertainment ,trust,1,amusement,,,,5,1,0,0,0,0,0,0,0,0,0,tertainment amusement
230204,entertainment ,surprise,1,amusement,,,,10,1,0,0,0,0,0,0,0,0,0,tertainment amusement
230209,entertainment ,joy,1,amusement,,,,8,1,0,0,0,0,0,0,0,0,0,tertainment amusement
230223,inoculation ,trust,1,teaching,,,,5,1,0,0,0,0,0,0,0,0,0,inoculation teaching
230249,mirth ,joy,1,cheerfulness,,,,8,1,0,0,0,0,0,0,0,0,0,mirth cheerfulness
230261,callous ,anger,1,physical insensibility,,,,4,1,0,0,0,0,0,0,0,0,0,callous physical insensibility
230279,emancipation ,joy,1,deliverance,,,,8,1,0,0,0,0,0,0,0,0,0,mancipation deliveranc
230280,rape ,fear,1,stealing,,,,3,1,0,0,0,0,0,0,0,0,0,rape stealing
230281,rape ,anger,1,stealing,,,,4,1,0,0,0,0,0,0,0,0,0,rape stealing
230288,rape ,disgust,1,stealing,,,,7,1,0,0,0,0,0,0,0,0,0,rape stealing
230301,antagonist ,anger,1,opponent,,,,4,1,0,0,0,0,0,0,0,0,0,antagonist opponent
230318,palsy ,disgust,1,paralysis, lethargy, numbness,,7,1,0,0,0,0,0,0,0,0,0,palsy paralysis lethargy numbness
